event_id,timestamp,location_id,event_type,severity,affected_hospitals,estimated_patients,blood_demand_multiplier,duration_hours
EVT_0191,2025-01-31 05:30:00,SECTOR_11,road_accident,Minor,"HOSP_030,HOSP_014,HOSP_022",11,1.32,6
EVT_0192,2025-02-01 07:30:00,BB_002,blood_bank_failure,Moderate,"HOSP_030,HOSP_015,HOSP_001",13,1.0,7
EVT_0193,2025-02-03 18:00:00,METRO_DISTRICT_C,disease_spike,Minor,"HOSP_020,HOSP_008,HOSP_004,HOSP_001,HOSP_006",5,1.22,4
EVT_0194,2025-02-04 23:15:00,CORRIDOR_CENTRAL,transport_disruption,Moderate,"HOSP_004,HOSP_026",31,1.0,10
EVT_0195,2025-02-07 03:30:00,METRO_DISTRICT_C,surgery_surge,Moderate,"HOSP_013,HOSP_001,HOSP_016,HOSP_029,HOSP_011,HOSP_014",27,1.44,17
EVT_0196,2025-02-08 19:30:00,SECTOR_06,mass_casualty,Moderate,"HOSP_011,HOSP_028,HOSP_014",16,1.44,8
EVT_0197,2025-02-10 08:30:00,SECTOR_06,mass_casualty,Moderate,"HOSP_007,HOSP_026,HOSP_021",30,1.66,15
EVT_0198,2025-02-10 18:45:00,METRO_DISTRICT_D,surgery_surge,Minor,"HOSP_021,HOSP_022,HOSP_002,HOSP_017,HOSP_030",6,1.19,6
EVT_0199,2025-02-12 01:30:00,SECTOR_05,road_accident,Minor,"HOSP_007,HOSP_003,HOSP_024",8,1.22,4
EVT_0200,2025-02-16 15:00:00,SECTOR_12,road_accident,Minor,"HOSP_007,HOSP_019,HOSP_013",12,1.34,2
EVT_0201,2025-02-16 14:15:00,SECTOR_10,mass_casualty,Minor,"HOSP_011,HOSP_028,HOSP_022",5,1.3,2
EVT_0202,2025-02-17 19:45:00,SECTOR_07,road_accident,Moderate,"HOSP_030,HOSP_010",16,1.5,7
EVT_0203,2025-02-17 09:45:00,METRO_DISTRICT_D,surgery_surge,Moderate,"HOSP_019,HOSP_009,HOSP_030",25,1.56,11
EVT_0204,2025-02-18 11:30:00,SECTOR_05,industrial_accident,Moderate,"HOSP_030,HOSP_006",31,1.57,6
EVT_0205,2025-02-19 01:45:00,SECTOR_07,road_accident,Moderate,"HOSP_007,HOSP_004",25,1.49,14
EVT_0206,2025-02-23 21:30:00,SECTOR_02,mass_casualty,Moderate,"HOSP_007,HOSP_029,HOSP_028",19,1.45,6
EVT_0207,2025-02-24 23:45:00,METRO_DISTRICT_C,surgery_surge,Moderate,"HOSP_007,HOSP_015,HOSP_027,HOSP_024",13,1.53,14
EVT_0208,2025-02-25 08:15:00,SECTOR_03,mass_casualty,Moderate,"HOSP_030,HOSP_020,HOSP_002",18,1.42,11
EVT_0209,2025-02-26 18:00:00,SECTOR_13,industrial_accident,Minor,"HOSP_030,HOSP_008",4,1.35,4
EVT_0210,2025-02-27 21:45:00,SECTOR_14,industrial_accident,Minor,"HOSP_030,HOSP_005,HOSP_019",3,1.15,4
EVT_0211,2025-02-28 06:00:00,CORRIDOR_WEST,transport_disruption,Minor,"HOSP_010,HOSP_002,HOSP_028",6,1.0,2
EVT_0212,2025-03-01 12:00:00,SECTOR_04,road_accident,Minor,"HOSP_022,HOSP_024,HOSP_003",3,1.2,6
EVT_0213,2025-03-03 18:00:00,METRO_DISTRICT_C,disease_spike,Minor,"HOSP_024,HOSP_022,HOSP_011,HOSP_028,HOSP_025",4,1.33,6
EVT_0214,2025-03-09 03:45:00,SECTOR_14,industrial_accident,Minor,"HOSP_022,HOSP_019",5,1.29,2
EVT_0215,2025-03-11 01:45:00,METRO_DISTRICT_D,disease_spike,Moderate,"HOSP_019,HOSP_018,HOSP_024,HOSP_004,HOSP_010",25,1.43,15
EVT_0216,2025-03-12 00:45:00,SECTOR_01,industrial_accident,Minor,"HOSP_030,HOSP_019,HOSP_011",3,1.17,3
EVT_0217,2025-03-12 21:15:00,SECTOR_14,industrial_accident,Moderate,"HOSP_030,HOSP_003,HOSP_013",18,1.58,14
EVT_0218,2025-03-13 15:00:00,SECTOR_07,mass_casualty,Severe,"HOSP_030,HOSP_014,HOSP_008",45,1.97,35
EVT_0219,2025-03-17 05:15:00,SECTOR_02,mass_casualty,Minor,"HOSP_022,HOSP_018,HOSP_029",4,1.16,5
EVT_0220,2025-03-18 04:00:00,SECTOR_08,mass_casualty,Critical,"HOSP_022,HOSP_009,HOSP_008",82,3.24,71
EVT_0221,2025-03-19 04:30:00,METRO_DISTRICT_B,surgery_surge,Critical,"HOSP_014,HOSP_018,HOSP_008,HOSP_028,HOSP_017,HOSP_001",183,3.24,34
EVT_0222,2025-03-19 02:45:00,SECTOR_04,road_accident,Moderate,"HOSP_022,HOSP_023",30,1.56,14
EVT_0223,2025-03-20 20:00:00,SECTOR_03,road_accident,Minor,"HOSP_022,HOSP_010,HOSP_014",6,1.23,2
EVT_0224,2025-03-23 20:00:00,SECTOR_02,road_accident,Severe,"HOSP_022,HOSP_024,HOSP_017",66,1.91,14
EVT_0225,2025-03-23 03:00:00,SECTOR_14,road_accident,Minor,"HOSP_022,HOSP_003,HOSP_008",12,1.21,6
EVT_0226,2025-04-02 10:45:00,SECTOR_09,road_accident,Minor,"HOSP_030,HOSP_016",8,1.25,5
EVT_0227,2025-04-04 08:15:00,SECTOR_01,road_accident,Minor,"HOSP_007,HOSP_003,HOSP_028",11,1.15,4
EVT_0228,2025-04-05 20:00:00,SECTOR_01,industrial_accident,Severe,"HOSP_030,HOSP_011,HOSP_002",35,1.84,25
EVT_0229,2025-04-06 12:45:00,SECTOR_13,mass_casualty,Severe,"HOSP_022,HOSP_015,HOSP_010",41,1.96,25
EVT_0230,2025-04-06 22:30:00,METRO_DISTRICT_A,disease_spike,Minor,"HOSP_030,HOSP_003,HOSP_027",5,1.22,6
EVT_0231,2025-04-07 05:00:00,SECTOR_04,road_accident,Severe,"HOSP_022,HOSP_014,HOSP_011",71,2.25,23
EVT_0232,2025-04-08 03:15:00,METRO_DISTRICT_B,natural_disaster,Moderate,"HOSP_026,HOSP_010,HOSP_006",33,1.6,7
EVT_0233,2025-04-09 11:00:00,SECTOR_04,mass_casualty,Minor,"HOSP_022,HOSP_007,HOSP_013",3,1.17,4
EVT_0234,2025-04-10 10:45:00,METRO_DISTRICT_B,disease_spike,Minor,"HOSP_013,HOSP_003,HOSP_008",7,1.32,5
EVT_0235,2025-04-11 02:45:00,SECTOR_01,road_accident,Severe,"HOSP_007,HOSP_017,HOSP_006",36,1.97,27
EVT_0236,2025-04-12 08:00:00,SECTOR_08,road_accident,Minor,"HOSP_030,HOSP_023,HOSP_008",8,1.18,4
EVT_0237,2025-04-15 12:45:00,SECTOR_06,road_accident,Minor,"HOSP_022,HOSP_021,HOSP_028",8,1.17,5
EVT_0238,2025-04-19 15:30:00,METRO_DISTRICT_A,surgery_surge,Minor,"HOSP_026,HOSP_002,HOSP_001,HOSP_004,HOSP_018,HOSP_011",7,1.23,2
EVT_0239,2025-04-21 17:00:00,SECTOR_08,road_accident,Moderate,"HOSP_022,HOSP_028,HOSP_001",15,1.36,14
EVT_0240,2025-04-21 13:45:00,METRO_DISTRICT_C,disease_spike,Moderate,"HOSP_029,HOSP_024,HOSP_014",30,1.35,14
EVT_0241,2025-04-23 21:30:00,SECTOR_02,road_accident,Severe,"HOSP_007,HOSP_002,HOSP_015",37,2.28,32
EVT_0242,2025-04-25 00:15:00,SECTOR_01,road_accident,Moderate,"HOSP_011,HOSP_010,HOSP_004",30,1.52,18
EVT_0243,2025-04-30 15:30:00,CORRIDOR_CENTRAL,transport_disruption,Moderate,"HOSP_006,HOSP_010,HOSP_022",17,1.0,11
EVT_0244,2025-04-30 22:45:00,SECTOR_11,industrial_accident,Moderate,"HOSP_011,HOSP_018,HOSP_026",18,1.54,13
EVT_0245,2025-05-01 12:30:00,SECTOR_09,industrial_accident,Minor,"HOSP_007,HOSP_014,HOSP_010",12,1.27,3
EVT_0246,2025-05-02 05:00:00,SECTOR_04,industrial_accident,Minor,"HOSP_007,HOSP_006",7,1.25,2
EVT_0247,2025-05-09 05:30:00,SECTOR_08,road_accident,Severe,"HOSP_007,HOSP_020,HOSP_010",56,1.83,28
EVT_0248,2025-05-09 07:30:00,SECTOR_03,industrial_accident,Moderate,"HOSP_007,HOSP_006",18,1.47,18
EVT_0249,2025-05-10 12:00:00,METRO_DISTRICT_D,disease_spike,Minor,"HOSP_030,HOSP_019,HOSP_005,HOSP_010",4,1.2,5
EVT_0250,2025-05-13 16:15:00,SECTOR_05,mass_casualty,Critical,"HOSP_030,HOSP_005",81,3.43,32
EVT_0251,2025-05-14 12:00:00,SECTOR_06,mass_casualty,Minor,"HOSP_007,HOSP_024",4,1.32,2
EVT_0252,2025-05-14 12:45:00,SECTOR_01,industrial_accident,Severe,"HOSP_007,HOSP_028,HOSP_027",39,2.15,17
EVT_0253,2025-05-15 16:00:00,SECTOR_02,industrial_accident,Minor,"HOSP_022,HOSP_006",10,1.28,6
EVT_0254,2025-05-16 02:30:00,SECTOR_08,industrial_accident,Severe,"HOSP_030,HOSP_021",36,1.92,23
EVT_0255,2025-05-24 13:30:00,METRO_DISTRICT_D,surgery_surge,Severe,"HOSP_029,HOSP_005,HOSP_025,HOSP_011",76,1.98,24
EVT_0256,2025-05-26 07:00:00,SECTOR_02,industrial_accident,Minor,"HOSP_007,HOSP_020,HOSP_001",11,1.26,3
EVT_0257,2025-05-26 00:00:00,CORRIDOR_WEST,transport_disruption,Minor,"HOSP_029,HOSP_021,HOSP_018",5,1.0,6
EVT_0258,2025-05-28 03:15:00,SECTOR_11,industrial_accident,Minor,"HOSP_030,HOSP_006",6,1.23,5
EVT_0259,2025-05-30 11:15:00,SECTOR_01,industrial_accident,Minor,"HOSP_022,HOSP_024,HOSP_009",8,1.21,3
EVT_0260,2025-05-31 16:30:00,SECTOR_05,road_accident,Moderate,"HOSP_011,HOSP_018",34,1.36,11
EVT_0261,2025-05-31 14:45:00,CORRIDOR_NORTH,transport_disruption,Moderate,"HOSP_020,HOSP_006",16,1.0,13
EVT_0262,2025-06-01 19:45:00,SECTOR_08,road_accident,Moderate,"HOSP_030,HOSP_008",28,1.45,11
EVT_0263,2025-06-01 06:30:00,SECTOR_11,road_accident,Severe,"HOSP_007,HOSP_009",38,2.17,17
EVT_0264,2025-06-03 02:30:00,SECTOR_12,road_accident,Moderate,"HOSP_011,HOSP_027",14,1.68,16
EVT_0265,2025-06-05 20:30:00,METRO_DISTRICT_C,disease_spike,Minor,"HOSP_009,HOSP_020,HOSP_021",8,1.19,2
EVT_0266,2025-06-09 21:15:00,METRO_DISTRICT_D,natural_disaster,Minor,"HOSP_027,HOSP_024,HOSP_016",6,1.17,4
EVT_0267,2025-06-10 17:30:00,SECTOR_04,industrial_accident,Critical,"HOSP_011,HOSP_025",110,3.01,34
EVT_0268,2025-06-11 16:30:00,METRO_DISTRICT_C,surgery_surge,Severe,"HOSP_027,HOSP_004,HOSP_025,HOSP_009",57,2.18,20
EVT_0269,2025-06-14 17:30:00,SECTOR_02,mass_casualty,Moderate,"HOSP_011,HOSP_021",30,1.35,8
EVT_0270,2025-06-15 17:15:00,METRO_DISTRICT_B,natural_disaster,Minor,"HOSP_026,HOSP_015,HOSP_023",9,1.23,5
EVT_0271,2025-06-16 11:15:00,SECTOR_10,industrial_accident,Critical,"HOSP_030,HOSP_005",94,3.15,30
EVT_0272,2025-06-17 15:00:00,SECTOR_10,road_accident,Severe,"HOSP_007,HOSP_002,HOSP_006",42,1.7,23
EVT_0273,2025-06-18 06:00:00,SECTOR_09,road_accident,Minor,"HOSP_030,HOSP_009,HOSP_003",6,1.21,3
EVT_0274,2025-06-19 06:45:00,SECTOR_07,mass_casualty,Moderate,"HOSP_030,HOSP_026,HOSP_024",24,1.62,17
EVT_0275,2025-06-19 10:00:00,CORRIDOR_NORTH,transport_disruption,Minor,"HOSP_014,HOSP_025,HOSP_002",4,1.0,3
EVT_0276,2025-06-21 04:00:00,METRO_DISTRICT_C,surgery_surge,Moderate,"HOSP_012,HOSP_020,HOSP_010,HOSP_007,HOSP_016",14,1.62,14
EVT_0277,2025-06-23 21:45:00,SECTOR_11,road_accident,Minor,"HOSP_022,HOSP_006",6,1.22,4
EVT_0278,2025-06-24 13:15:00,SECTOR_01,industrial_accident,Minor,"HOSP_030,HOSP_018,HOSP_017",12,1.31,4
EVT_0279,2025-06-26 02:00:00,METRO_DISTRICT_D,surgery_surge,Minor,"HOSP_009,HOSP_029,HOSP_030,HOSP_016,HOSP_001,HOSP_022",4,1.34,3
EVT_0280,2025-06-26 09:15:00,SECTOR_11,industrial_accident,Minor,"HOSP_022,HOSP_013,HOSP_021",6,1.29,5
EVT_0281,2025-06-28 21:45:00,SECTOR_12,road_accident,Minor,"HOSP_011,HOSP_012,HOSP_020",12,1.31,3
EVT_0282,2025-06-28 01:00:00,METRO_DISTRICT_A,disease_spike,Minor,"HOSP_002,HOSP_030,HOSP_025",3,1.3,2
EVT_0283,2025-07-01 22:00:00,CORRIDOR_NORTH,transport_disruption,Moderate,"HOSP_011,HOSP_027,HOSP_025",15,1.0,17
EVT_0284,2025-07-02 15:30:00,METRO_DISTRICT_B,disease_spike,Severe,"HOSP_012,HOSP_027,HOSP_009",41,1.71,20
EVT_0285,2025-07-04 22:45:00,METRO_DISTRICT_C,disease_spike,Severe,"HOSP_022,HOSP_002,HOSP_007,HOSP_027,HOSP_015",57,2.16,15
EVT_0286,2025-07-05 15:00:00,SECTOR_08,mass_casualty,Minor,"HOSP_022,HOSP_025",9,1.18,4
EVT_0287,2025-07-06 13:30:00,METRO_DISTRICT_D,disease_spike,Moderate,"HOSP_028,HOSP_027,HOSP_017,HOSP_021,HOSP_010,HOSP_012",33,1.68,18
EVT_0288,2025-07-09 07:15:00,METRO_DISTRICT_B,disease_spike,Moderate,"HOSP_014,HOSP_013,HOSP_025,HOSP_015",14,1.42,9
EVT_0289,2025-07-10 10:15:00,SECTOR_13,mass_casualty,Minor,"HOSP_030,HOSP_013,HOSP_011",4,1.34,3
EVT_0290,2025-07-10 01:00:00,CORRIDOR_CENTRAL,transport_disruption,Severe,"HOSP_021,HOSP_006,HOSP_012",72,1.0,32
EVT_0291,2025-07-11 17:30:00,SECTOR_02,road_accident,Minor,"HOSP_030,HOSP_002,HOSP_014",11,1.33,3
EVT_0292,2025-07-12 10:30:00,METRO_DISTRICT_A,disease_spike,Moderate,"HOSP_026,HOSP_020,HOSP_001,HOSP_007,HOSP_017",24,1.51,17
EVT_0293,2025-07-13 05:45:00,SECTOR_13,road_accident,Minor,"HOSP_022,HOSP_030,HOSP_014",8,1.18,3
EVT_0294,2025-07-14 20:15:00,SECTOR_01,road_accident,Moderate,"HOSP_030,HOSP_024",27,1.69,18
EVT_0295,2025-07-15 16:00:00,CORRIDOR_CENTRAL,transport_disruption,Minor,"HOSP_024,HOSP_027,HOSP_001",9,1.0,5
EVT_0296,2025-07-16 05:30:00,METRO_DISTRICT_C,surgery_surge,Critical,"HOSP_008,HOSP_018,HOSP_009",142,2.62,50
EVT_0297,2025-07-19 12:15:00,METRO_DISTRICT_B,surgery_surge,Minor,"HOSP_016,HOSP_023,HOSP_012,HOSP_018",6,1.19,2
EVT_0298,2025-07-21 15:00:00,METRO_DISTRICT_A,disease_spike,Moderate,"HOSP_004,HOSP_028,HOSP_007,HOSP_018",32,1.45,8
EVT_0299,2025-07-23 08:45:00,SECTOR_12,road_accident,Moderate,"HOSP_007,HOSP_019",25,1.55,13
EVT_0300,2025-07-24 08:00:00,CORRIDOR_NORTH,transport_disruption,Minor,"HOSP_005,HOSP_004,HOSP_019",3,1.0,3
EVT_0301,2025-07-30 01:30:00,SECTOR_09,road_accident,Moderate,"HOSP_007,HOSP_023,HOSP_017",32,1.5,15
EVT_0302,2025-07-31 14:15:00,METRO_DISTRICT_D,disease_spike,Minor,"HOSP_012,HOSP_005,HOSP_018,HOSP_028,HOSP_004",10,1.22,2
EVT_0303,2025-08-01 02:00:00,METRO_DISTRICT_A,disease_spike,Minor,"HOSP_023,HOSP_024,HOSP_016",4,1.24,3
EVT_0304,2025-08-04 04:45:00,SECTOR_02,road_accident,Minor,"HOSP_007,HOSP_029,HOSP_001",6,1.27,3
EVT_0305,2025-08-08 18:00:00,SECTOR_09,road_accident,Severe,"HOSP_011,HOSP_027,HOSP_003",66,2.06,15
EVT_0306,2025-08-09 13:00:00,METRO_DISTRICT_D,disease_spike,Severe,"HOSP_006,HOSP_009,HOSP_027,HOSP_016,HOSP_011,HOSP_005",80,2.28,17
EVT_0307,2025-08-09 15:30:00,SECTOR_04,road_accident,Minor,"HOSP_022,HOSP_030,HOSP_025",9,1.15,4
EVT_0308,2025-08-12 07:45:00,METRO_DISTRICT_D,disease_spike,Minor,"HOSP_011,HOSP_022,HOSP_009,HOSP_024,HOSP_025",7,1.29,5
EVT_0309,2025-08-12 00:00:00,SECTOR_03,industrial_accident,Moderate,"HOSP_007,HOSP_014",33,1.67,13
EVT_0310,2025-08-13 03:30:00,SECTOR_11,road_accident,Moderate,"HOSP_007,HOSP_003",32,1.46,12
EVT_0311,2025-08-14 14:00:00,SECTOR_12,industrial_accident,Moderate,"HOSP_030,HOSP_008,HOSP_019",27,1.37,9
EVT_0312,2025-08-15 20:15:00,METRO_DISTRICT_C,disease_spike,Severe,"HOSP_020,HOSP_028,HOSP_018,HOSP_027,HOSP_029",71,1.76,27
EVT_0313,2025-08-16 13:15:00,METRO_DISTRICT_D,disease_spike,Moderate,"HOSP_016,HOSP_002,HOSP_026,HOSP_028",15,1.68,16
EVT_0314,2025-08-18 15:15:00,SECTOR_07,mass_casualty,Minor,"HOSP_011,HOSP_019",11,1.27,3
EVT_0315,2025-08-18 01:45:00,METRO_DISTRICT_B,disease_spike,Moderate,"HOSP_029,HOSP_002,HOSP_015,HOSP_017,HOSP_006",14,1.53,14
EVT_0316,2025-08-21 17:30:00,CORRIDOR_EAST,transport_disruption,Moderate,"HOSP_001,HOSP_009,HOSP_013",24,1.0,17
EVT_0317,2025-08-23 04:45:00,METRO_DISTRICT_A,disease_spike,Severe,"HOSP_020,HOSP_002,HOSP_014,HOSP_018,HOSP_027",39,2.13,35
EVT_0318,2025-08-24 06:15:00,SECTOR_08,industrial_accident,Moderate,"HOSP_007,HOSP_001,HOSP_025",14,1.51,15
EVT_0319,2025-08-25 19:30:00,METRO_DISTRICT_D,natural_disaster,Minor,"HOSP_005,HOSP_008,HOSP_001,HOSP_011",5,1.29,6
EVT_0320,2025-08-25 09:45:00,SECTOR_04,road_accident,Minor,"HOSP_007,HOSP_005",9,1.24,2
EVT_0321,2025-08-31 09:15:00,CORRIDOR_CENTRAL,transport_disruption,Moderate,"HOSP_005,HOSP_027,HOSP_025",26,1.0,9
EVT_0322,2025-09-02 05:15:00,METRO_DISTRICT_B,disease_spike,Severe,"HOSP_015,HOSP_009,HOSP_018,HOSP_023,HOSP_030,HOSP_014",76,2.04,32
EVT_0323,2025-09-04 10:30:00,SECTOR_12,industrial_accident,Moderate,"HOSP_022,HOSP_024",12,1.55,11
EVT_0324,2025-09-07 22:30:00,BB_007,blood_bank_failure,Severe,"HOSP_020,HOSP_028,HOSP_029,HOSP_009",48,1.0,33
EVT_0325,2025-09-13 17:30:00,BB_002,blood_bank_failure,Moderate,"HOSP_009,HOSP_002",25,1.0,11
EVT_0326,2025-09-13 12:15:00,SECTOR_12,road_accident,Minor,"HOSP_022,HOSP_028,HOSP_027",7,1.32,5
EVT_0327,2025-09-15 08:30:00,METRO_DISTRICT_C,disease_spike,Severe,"HOSP_014,HOSP_016,HOSP_018,HOSP_006,HOSP_023,HOSP_011",80,2.03,13
EVT_0328,2025-09-16 16:00:00,METRO_DISTRICT_D,disease_spike,Minor,"HOSP_012,HOSP_009,HOSP_014,HOSP_004,HOSP_029",3,1.18,4
EVT_0329,2025-09-16 10:30:00,METRO_DISTRICT_C,disease_spike,Moderate,"HOSP_029,HOSP_011,HOSP_013,HOSP_022,HOSP_020",34,1.66,15
EVT_0330,2025-09-17 22:30:00,CORRIDOR_CENTRAL,transport_disruption,Minor,"HOSP_029,HOSP_030,HOSP_014",5,1.0,6
EVT_0331,2025-09-17 00:45:00,METRO_DISTRICT_D,surgery_surge,Minor,"HOSP_022,HOSP_016,HOSP_021,HOSP_008,HOSP_002",10,1.28,2
EVT_0332,2025-09-18 18:00:00,METRO_DISTRICT_C,disease_spike,Critical,"HOSP_014,HOSP_016,HOSP_020,HOSP_004,HOSP_021,HOSP_029",129,2.47,30
EVT_0333,2025-09-20 17:15:00,METRO_DISTRICT_A,surgery_surge,Moderate,"HOSP_027,HOSP_005,HOSP_010",30,1.58,9
EVT_0334,2025-09-21 21:45:00,SECTOR_09,mass_casualty,Moderate,"HOSP_007,HOSP_021,HOSP_003",19,1.37,14
EVT_0335,2025-09-22 22:00:00,METRO_DISTRICT_B,surgery_surge,Minor,"HOSP_015,HOSP_027,HOSP_005,HOSP_018,HOSP_028",6,1.27,3
EVT_0336,2025-09-24 11:30:00,CORRIDOR_EAST,transport_disruption,Minor,"HOSP_004,HOSP_015,HOSP_019",7,1.0,5
EVT_0337,2025-09-25 18:00:00,METRO_DISTRICT_A,disease_spike,Severe,"HOSP_007,HOSP_010,HOSP_011,HOSP_021,HOSP_014,HOSP_018",70,2.27,19
EVT_0338,2025-09-25 21:15:00,METRO_DISTRICT_C,disease_spike,Moderate,"HOSP_002,HOSP_017,HOSP_012",34,1.63,13
EVT_0339,2025-09-26 20:15:00,METRO_DISTRICT_C,disease_spike,Moderate,"HOSP_013,HOSP_029,HOSP_005,HOSP_020,HOSP_011,HOSP_027",12,1.48,15
EVT_0340,2025-09-27 10:00:00,METRO_DISTRICT_B,disease_spike,Critical,"HOSP_027,HOSP_003,HOSP_014,HOSP_002,HOSP_021",198,3.0,46
EVT_0341,2025-09-28 01:45:00,SECTOR_07,road_accident,Critical,"HOSP_007,HOSP_029",172,2.92,66
EVT_0342,2025-09-30 05:00:00,METRO_DISTRICT_A,disease_spike,Severe,"HOSP_003,HOSP_027,HOSP_013,HOSP_005,HOSP_017,HOSP_009",77,2.14,12
EVT_0343,2025-10-01 21:45:00,SECTOR_12,mass_casualty,Minor,"HOSP_011,HOSP_028",4,1.17,6
EVT_0344,2025-10-05 14:00:00,SECTOR_06,road_accident,Moderate,"HOSP_030,HOSP_007,HOSP_013",12,1.53,8
EVT_0345,2025-10-06 03:15:00,SECTOR_09,road_accident,Severe,"HOSP_007,HOSP_021",43,1.95,14
EVT_0346,2025-10-06 02:15:00,METRO_DISTRICT_B,disease_spike,Minor,"HOSP_002,HOSP_012,HOSP_027,HOSP_009,HOSP_011,HOSP_022",10,1.33,3
EVT_0347,2025-10-07 06:15:00,CORRIDOR_EAST,transport_disruption,Moderate,"HOSP_029,HOSP_022,HOSP_013",29,1.0,18
EVT_0348,2025-10-09 00:45:00,SECTOR_09,mass_casualty,Minor,"HOSP_030,HOSP_018,HOSP_008",12,1.33,2
EVT_0349,2025-10-12 15:45:00,METRO_DISTRICT_C,disease_spike,Minor,"HOSP_004,HOSP_018,HOSP_026",7,1.18,6
EVT_0350,2025-10-14 02:45:00,SECTOR_13,industrial_accident,Minor,"HOSP_011,HOSP_028,HOSP_023",10,1.25,6
EVT_0351,2025-10-18 07:00:00,SECTOR_01,industrial_accident,Minor,"HOSP_007,HOSP_021",9,1.35,4
EVT_0352,2025-10-20 18:45:00,METRO_DISTRICT_C,surgery_surge,Moderate,"HOSP_003,HOSP_002,HOSP_015,HOSP_009,HOSP_013",14,1.55,16
EVT_0353,2025-10-22 00:00:00,SECTOR_09,mass_casualty,Minor,"HOSP_007,HOSP_020,HOSP_008",8,1.16,2
EVT_0354,2025-10-29 13:15:00,SECTOR_13,mass_casualty,Moderate,"HOSP_022,HOSP_024,HOSP_009",29,1.48,9
EVT_0355,2025-11-01 19:15:00,BB_009,blood_bank_failure,Minor,"HOSP_012,HOSP_028,HOSP_013",12,1.0,6
EVT_0356,2025-11-02 01:30:00,SECTOR_04,mass_casualty,Severe,"HOSP_007,HOSP_019,HOSP_001",37,1.8,18
EVT_0357,2025-11-02 16:15:00,SECTOR_14,mass_casualty,Moderate,"HOSP_022,HOSP_003",12,1.45,7
EVT_0358,2025-11-03 18:15:00,SECTOR_11,road_accident,Critical,"HOSP_007,HOSP_020",140,3.22,57
EVT_0359,2025-11-03 08:15:00,SECTOR_04,industrial_accident,Minor,"HOSP_022,HOSP_025",6,1.33,4
EVT_0360,2025-11-06 15:15:00,METRO_DISTRICT_C,disease_spike,Minor,"HOSP_021,HOSP_010,HOSP_009,HOSP_015,HOSP_018",4,1.24,3
EVT_0361,2025-11-06 20:30:00,SECTOR_07,mass_casualty,Severe,"HOSP_011,HOSP_020,HOSP_008",61,2.07,29
EVT_0362,2025-11-07 12:15:00,METRO_DISTRICT_A,surgery_surge,Minor,"HOSP_017,HOSP_021,HOSP_024,HOSP_011,HOSP_006",10,1.19,3
EVT_0363,2025-11-10 20:15:00,METRO_DISTRICT_D,natural_disaster,Minor,"HOSP_003,HOSP_019,HOSP_010",11,1.29,2
EVT_0364,2025-11-15 22:45:00,SECTOR_11,industrial_accident,Moderate,"HOSP_011,HOSP_030,HOSP_007",27,1.5,7
EVT_0365,2025-11-15 19:15:00,SECTOR_04,road_accident,Minor,"HOSP_011,HOSP_005",6,1.27,6
EVT_0366,2025-11-17 14:15:00,METRO_DISTRICT_C,surgery_surge,Minor,"HOSP_019,HOSP_017,HOSP_028,HOSP_009",8,1.15,5
EVT_0367,2025-11-18 22:45:00,METRO_DISTRICT_C,surgery_surge,Moderate,"HOSP_005,HOSP_029,HOSP_001,HOSP_016,HOSP_006,HOSP_007",25,1.67,13
EVT_0368,2025-11-18 08:45:00,SECTOR_04,road_accident,Minor,"HOSP_030,HOSP_019,HOSP_005",4,1.27,2
EVT_0369,2025-11-21 16:30:00,SECTOR_13,mass_casualty,Moderate,"HOSP_022,HOSP_023",22,1.67,17
EVT_0370,2025-11-21 15:00:00,CORRIDOR_SOUTH,transport_disruption,Minor,"HOSP_014,HOSP_010,HOSP_023",6,1.0,6
EVT_0371,2025-11-24 22:45:00,BB_002,blood_bank_failure,Severe,"HOSP_028,HOSP_020",44,1.0,26
EVT_0372,2025-11-25 05:00:00,SECTOR_13,industrial_accident,Minor,"HOSP_030,HOSP_025,HOSP_011",10,1.33,6
EVT_0373,2025-11-25 23:45:00,SECTOR_09,road_accident,Critical,"HOSP_007,HOSP_011,HOSP_005",87,3.07,52
EVT_0374,2025-11-26 03:15:00,SECTOR_14,industrial_accident,Minor,"HOSP_007,HOSP_023",5,1.25,2
EVT_0375,2025-11-27 10:15:00,SECTOR_05,road_accident,Moderate,"HOSP_022,HOSP_029",21,1.52,16
EVT_0376,2025-11-29 09:45:00,SECTOR_04,industrial_accident,Moderate,"HOSP_007,HOSP_008,HOSP_022",17,1.6,18
EVT_0377,2025-12-01 21:15:00,METRO_DISTRICT_C,natural_disaster,Severe,"HOSP_009,HOSP_001,HOSP_002,HOSP_026,HOSP_022,HOSP_004",35,1.82,33
EVT_0378,2025-12-03 07:00:00,SECTOR_14,industrial_accident,Minor,"HOSP_011,HOSP_007,HOSP_021",4,1.25,2
EVT_0379,2025-12-05 11:45:00,SECTOR_04,road_accident,Minor,"HOSP_022,HOSP_030",12,1.21,6
EVT_0380,2025-12-09 00:30:00,SECTOR_07,road_accident,Minor,"HOSP_007,HOSP_028,HOSP_021",5,1.26,6
EVT_0381,2025-12-12 15:30:00,CORRIDOR_WEST,transport_disruption,Moderate,"HOSP_027,HOSP_001,HOSP_017",27,1.0,7
EVT_0382,2025-12-12 00:00:00,SECTOR_11,mass_casualty,Moderate,"HOSP_022,HOSP_027",35,1.51,14
