date,city,temperature,rainfall,weather,holiday_flag,festival,accident_count,disease_spike_flag,blood_drive_flag,transport_disruption_flag
2024-11-29,Metro Metropolis,20.6,0.0,Foggy,0,None,10,0,0,0
2024-11-30,Metro Metropolis,25.7,0.0,Sunny,1,None,12,0,1,1
2024-12-01,Metro Metropolis,25.1,0.0,Sunny,1,None,16,0,1,1
2024-12-02,Metro Metropolis,20.6,0.0,Cloudy,0,None,9,0,0,0
2024-12-03,Metro Metropolis,22.3,0.0,Foggy,0,None,7,0,0,0
2024-12-04,Metro Metropolis,24.7,0.0,Sunny,0,None,8,0,0,0
2024-12-05,Metro Metropolis,23.4,0.0,Foggy,0,None,8,0,0,0
2024-12-06,Metro Metropolis,26.4,0.0,Sunny,0,None,7,0,1,0
2024-12-07,Metro Metropolis,21.5,0.0,Cloudy,1,None,10,0,0,0
2024-12-08,Metro Metropolis,26.8,0.0,Sunny,1,None,10,0,0,0
2024-12-09,Metro Metropolis,21.4,0.0,Foggy,0,None,12,0,0,0
2024-12-10,Metro Metropolis,24.0,0.0,Foggy,0,None,5,0,0,0
2024-12-11,Metro Metropolis,22.7,0.0,Cloudy,0,None,9,0,1,0
2024-12-12,Metro Metropolis,24.3,0.0,Sunny,0,None,8,0,0,0
2024-12-13,Metro Metropolis,21.3,0.0,Cloudy,0,None,10,0,0,0
2024-12-14,Metro Metropolis,23.3,0.0,Cloudy,1,None,13,0,0,0
2024-12-15,Metro Metropolis,22.3,0.0,Foggy,1,None,13,0,0,0
2024-12-16,Metro Metropolis,22.5,0.0,Foggy,0,None,10,0,0,0
2024-12-17,Metro Metropolis,19.3,0.0,Cloudy,0,None,7,0,1,0
2024-12-18,Metro Metropolis,24.1,0.0,Cloudy,0,None,11,0,0,0
2024-12-19,Metro Metropolis,23.0,0.0,Foggy,0,None,9,0,0,0
2024-12-20,Metro Metropolis,23.9,0.0,Cloudy,0,None,8,0,0,0
2024-12-21,Metro Metropolis,21.3,0.0,Cloudy,1,None,9,0,0,0
2024-12-22,Metro Metropolis,22.6,0.0,Foggy,1,None,16,0,1,0
2024-12-23,Metro Metropolis,22.2,0.0,Foggy,0,None,7,0,0,0
2024-12-24,Metro Metropolis,21.8,0.0,Foggy,0,None,13,0,0,0
2024-12-25,Metro Metropolis,22.0,0.0,Foggy,1,Winter Solstice / Year End,15,0,0,0
2024-12-26,Metro Metropolis,19.0,0.0,Foggy,0,None,10,0,0,0
2024-12-27,Metro Metropolis,22.0,0.0,Foggy,0,None,9,0,0,0
2024-12-28,Metro Metropolis,20.1,0.0,Cloudy,1,None,17,0,1,0
2024-12-29,Metro Metropolis,25.3,0.0,Cloudy,1,None,12,0,0,0
2024-12-30,Metro Metropolis,16.0,0.0,Cloudy,0,None,10,0,0,0
2024-12-31,Metro Metropolis,23.5,0.0,Foggy,0,None,9,0,0,0
2025-01-01,Metro Metropolis,23.2,0.0,Cloudy,1,New Year,15,0,0,0
2025-01-02,Metro Metropolis,22.8,0.0,Foggy,0,None,14,0,0,0
2025-01-03,Metro Metropolis,20.6,0.0,Foggy,0,None,9,0,0,0
2025-01-04,Metro Metropolis,22.4,0.0,Cloudy,1,None,14,0,1,0
2025-01-05,Metro Metropolis,26.1,0.0,Sunny,1,None,13,0,0,0
2025-01-06,Metro Metropolis,24.4,0.0,Cloudy,0,None,9,0,0,0
2025-01-07,Metro Metropolis,24.5,0.0,Sunny,0,None,16,0,0,0
2025-01-08,Metro Metropolis,23.1,0.0,Foggy,0,None,11,0,0,0
2025-01-09,Metro Metropolis,22.6,0.0,Cloudy,0,None,10,0,0,0
2025-01-10,Metro Metropolis,24.2,0.0,Cloudy,0,None,13,0,1,0
2025-01-11,Metro Metropolis,25.6,0.0,Sunny,1,None,18,0,0,0
2025-01-12,Metro Metropolis,17.0,0.0,Cloudy,1,None,17,0,0,0
2025-01-13,Metro Metropolis,24.4,0.0,Sunny,0,None,8,0,0,0
2025-01-14,Metro Metropolis,20.8,0.0,Foggy,0,None,8,0,0,0
2025-01-15,Metro Metropolis,17.9,0.0,Foggy,1,Spring Harvest Festival,15,0,0,0
2025-01-16,Metro Metropolis,20.0,0.0,Foggy,0,None,7,0,1,0
2025-01-17,Metro Metropolis,23.6,0.0,Cloudy,0,None,11,0,0,0
2025-01-18,Metro Metropolis,21.4,0.0,Cloudy,1,None,14,0,1,0
2025-01-19,Metro Metropolis,21.7,0.0,Foggy,1,None,16,0,0,0
2025-01-20,Metro Metropolis,19.8,0.0,Cloudy,0,None,19,0,0,0
2025-01-21,Metro Metropolis,19.0,0.0,Cloudy,0,None,13,0,0,0
2025-01-22,Metro Metropolis,22.2,0.0,Cloudy,0,None,6,0,1,1
2025-01-23,Metro Metropolis,19.0,0.0,Cloudy,0,None,11,0,0,0
2025-01-24,Metro Metropolis,19.3,0.0,Foggy,0,None,7,0,0,0
2025-01-25,Metro Metropolis,18.3,0.0,Foggy,1,None,19,0,0,0
2025-01-26,Metro Metropolis,23.7,0.0,Cloudy,1,None,20,0,1,0
2025-01-27,Metro Metropolis,18.6,0.0,Foggy,0,None,11,0,0,0
2025-01-28,Metro Metropolis,19.1,0.0,Foggy,0,None,8,0,0,0
2025-01-29,Metro Metropolis,25.4,0.0,Sunny,0,None,12,0,0,0
2025-01-30,Metro Metropolis,22.5,0.0,Cloudy,0,None,11,0,0,1
2025-01-31,Metro Metropolis,22.2,0.0,Cloudy,0,None,9,0,0,0
2025-02-01,Metro Metropolis,23.4,0.0,Foggy,1,None,11,0,0,0
2025-02-02,Metro Metropolis,18.6,0.0,Foggy,1,None,11,0,0,0
2025-02-03,Metro Metropolis,23.3,0.0,Foggy,0,None,12,0,0,0
2025-02-04,Metro Metropolis,17.2,0.0,Cloudy,0,None,9,0,0,0
2025-02-05,Metro Metropolis,18.2,0.0,Foggy,0,None,7,0,0,0
2025-02-06,Metro Metropolis,19.6,0.0,Cloudy,0,None,10,0,0,0
2025-02-07,Metro Metropolis,21.8,0.0,Cloudy,0,None,8,0,0,0
2025-02-08,Metro Metropolis,22.8,0.0,Cloudy,1,None,17,0,0,0
2025-02-09,Metro Metropolis,19.9,0.0,Cloudy,1,None,15,0,0,0
2025-02-10,Metro Metropolis,20.5,0.0,Cloudy,0,None,7,0,0,0
2025-02-11,Metro Metropolis,25.3,0.0,Cloudy,0,None,12,0,0,0
2025-02-12,Metro Metropolis,19.1,0.0,Cloudy,0,None,7,0,0,0
2025-02-13,Metro Metropolis,21.6,0.0,Cloudy,0,None,16,0,0,0
2025-02-14,Metro Metropolis,20.4,0.0,Cloudy,0,None,7,0,0,0
2025-02-15,Metro Metropolis,18.9,0.0,Cloudy,1,None,17,0,1,0
2025-02-16,Metro Metropolis,22.7,0.0,Foggy,1,None,20,0,0,0
2025-02-17,Metro Metropolis,22.1,0.0,Cloudy,0,None,8,0,0,0
2025-02-18,Metro Metropolis,20.3,0.0,Cloudy,0,None,10,0,0,0
2025-02-19,Metro Metropolis,20.1,0.0,Cloudy,0,None,12,0,0,0
2025-02-20,Metro Metropolis,19.4,0.0,Foggy,0,None,6,0,0,0
2025-02-21,Metro Metropolis,19.4,0.0,Foggy,0,None,9,0,0,0
2025-02-22,Metro Metropolis,17.6,21.7,Rainy,1,None,18,0,0,0
2025-02-23,Metro Metropolis,21.9,0.0,Foggy,1,None,20,0,0,0
2025-02-24,Metro Metropolis,17.5,0.0,Foggy,0,None,11,0,0,0
2025-02-25,Metro Metropolis,20.0,0.0,Cloudy,0,None,14,0,0,0
2025-02-26,Metro Metropolis,19.5,0.0,Foggy,0,None,7,0,1,0
2025-02-27,Metro Metropolis,17.3,0.0,Foggy,0,None,8,0,0,0
2025-02-28,Metro Metropolis,17.5,0.0,Foggy,0,None,14,0,0,0
2025-03-01,Metro Metropolis,35.2,0.0,Cloudy,1,None,13,0,0,0
2025-03-02,Metro Metropolis,36.5,0.0,Cloudy,1,None,14,0,1,0
2025-03-03,Metro Metropolis,36.7,0.0,Cloudy,0,None,10,0,0,0
2025-03-04,Metro Metropolis,32.9,0.0,Sunny,0,None,7,0,0,0
2025-03-05,Metro Metropolis,38.3,0.0,Sunny,0,None,10,0,0,0
2025-03-06,Metro Metropolis,33.7,24.0,Rainy,0,None,16,0,0,0
2025-03-07,Metro Metropolis,38.0,0.0,Cloudy,0,None,6,0,0,0
2025-03-08,Metro Metropolis,35.1,0.0,Cloudy,1,None,7,0,1,0
2025-03-09,Metro Metropolis,34.4,4.8,Rainy,1,None,20,0,0,0
2025-03-10,Metro Metropolis,34.9,0.0,Sunny,0,None,8,0,0,0
2025-03-11,Metro Metropolis,32.1,0.0,Cloudy,0,None,5,0,1,0
2025-03-12,Metro Metropolis,34.8,0.0,Cloudy,0,None,7,0,0,0
2025-03-13,Metro Metropolis,33.1,11.2,Rainy,0,None,20,0,1,0
2025-03-14,Metro Metropolis,34.1,0.0,Sunny,0,None,12,0,0,0
2025-03-15,Metro Metropolis,30.3,0.0,Sunny,1,None,16,0,1,0
2025-03-16,Metro Metropolis,35.3,22.8,Rainy,1,None,10,0,1,0
2025-03-17,Metro Metropolis,37.5,0.0,Cloudy,0,None,7,0,0,0
2025-03-18,Metro Metropolis,33.2,2.8,Rainy,0,None,17,0,0,0
2025-03-19,Metro Metropolis,35.4,0.0,Cloudy,0,None,8,0,0,0
2025-03-20,Metro Metropolis,33.5,0.0,Sunny,0,None,5,0,0,0
2025-03-21,Metro Metropolis,33.8,0.0,Cloudy,0,None,17,0,0,0
2025-03-22,Metro Metropolis,35.2,10.0,Rainy,1,None,22,0,1,0
2025-03-23,Metro Metropolis,32.7,0.0,Sunny,1,None,6,0,0,0
2025-03-24,Metro Metropolis,36.4,0.0,Sunny,0,None,5,0,0,0
2025-03-25,Metro Metropolis,32.0,0.0,Cloudy,1,Color Festival,10,0,0,0
2025-03-26,Metro Metropolis,32.8,0.0,Sunny,0,None,13,0,0,0
2025-03-27,Metro Metropolis,36.7,0.0,Cloudy,0,None,8,0,0,0
2025-03-28,Metro Metropolis,34.6,0.0,Sunny,0,None,8,0,0,0
2025-03-29,Metro Metropolis,34.3,0.0,Cloudy,1,None,12,0,1,0
2025-03-30,Metro Metropolis,33.9,0.0,Sunny,1,None,14,0,1,0
2025-03-31,Metro Metropolis,30.6,0.0,Cloudy,0,None,6,0,0,0
2025-04-01,Metro Metropolis,36.4,0.0,Cloudy,0,None,13,0,0,0
2025-04-02,Metro Metropolis,32.5,0.0,Cloudy,0,None,8,0,0,0
2025-04-03,Metro Metropolis,33.9,8.4,Rainy,0,None,22,0,0,0
2025-04-04,Metro Metropolis,33.2,0.0,Cloudy,0,None,9,0,0,0
2025-04-05,Metro Metropolis,29.6,0.0,Cloudy,1,None,17,0,0,0
2025-04-06,Metro Metropolis,31.1,24.2,Rainy,1,None,23,0,1,0
2025-04-07,Metro Metropolis,31.8,0.0,Sunny,0,None,16,0,0,0
2025-04-08,Metro Metropolis,35.9,17.9,Rainy,0,None,11,0,0,0
2025-04-09,Metro Metropolis,33.1,27.6,Rainy,0,None,5,0,0,0
2025-04-10,Metro Metropolis,33.7,0.0,Cloudy,0,None,14,0,0,0
2025-04-11,Metro Metropolis,31.2,0.0,Sunny,0,None,9,0,0,0
2025-04-12,Metro Metropolis,35.8,0.0,Cloudy,1,None,16,0,0,0
2025-04-13,Metro Metropolis,31.5,0.0,Cloudy,1,None,11,0,0,0
2025-04-14,Metro Metropolis,33.0,0.0,Cloudy,0,None,6,0,0,0
2025-04-15,Metro Metropolis,32.4,0.0,Sunny,0,None,8,0,0,0
2025-04-16,Metro Metropolis,35.0,0.0,Cloudy,0,None,7,0,0,0
2025-04-17,Metro Metropolis,32.9,0.0,Sunny,0,None,10,0,0,0
2025-04-18,Metro Metropolis,33.1,0.0,Cloudy,0,None,12,0,0,0
2025-04-19,Metro Metropolis,34.8,18.8,Rainy,1,None,23,0,1,0
2025-04-20,Metro Metropolis,29.0,0.0,Sunny,1,None,13,0,0,0
2025-04-21,Metro Metropolis,30.6,0.0,Cloudy,0,None,4,0,0,0
2025-04-22,Metro Metropolis,34.0,0.0,Sunny,0,None,11,0,0,0
2025-04-23,Metro Metropolis,27.4,0.0,Sunny,0,None,8,0,0,0
2025-04-24,Metro Metropolis,29.6,0.0,Sunny,0,None,8,0,0,0
2025-04-25,Metro Metropolis,30.1,0.0,Sunny,0,None,14,0,0,0
2025-04-26,Metro Metropolis,29.0,0.0,Sunny,1,None,14,0,0,0
2025-04-27,Metro Metropolis,30.4,0.0,Sunny,1,None,17,0,1,0
2025-04-28,Metro Metropolis,31.9,0.0,Cloudy,0,None,10,0,0,0
2025-04-29,Metro Metropolis,30.5,0.0,Sunny,0,None,10,0,0,0
2025-04-30,Metro Metropolis,32.4,0.0,Sunny,0,None,7,0,0,0
2025-05-01,Metro Metropolis,28.5,2.5,Rainy,0,None,25,0,0,0
2025-05-02,Metro Metropolis,31.5,0.0,Cloudy,0,None,14,0,0,0
2025-05-03,Metro Metropolis,30.9,0.0,Sunny,1,None,21,0,1,0
2025-05-04,Metro Metropolis,27.0,0.0,Cloudy,1,None,17,0,0,0
2025-05-05,Metro Metropolis,27.6,0.0,Sunny,0,None,13,0,0,0
2025-05-06,Metro Metropolis,31.5,0.0,Cloudy,0,None,9,0,0,0
2025-05-07,Metro Metropolis,31.1,0.0,Sunny,0,None,14,0,1,0
2025-05-08,Metro Metropolis,31.7,0.0,Sunny,0,None,8,0,0,0
2025-05-09,Metro Metropolis,31.9,0.0,Sunny,0,None,16,0,0,0
2025-05-10,Metro Metropolis,28.3,0.0,Cloudy,1,None,10,0,1,0
2025-05-11,Metro Metropolis,30.8,0.0,Sunny,1,None,13,0,0,0
2025-05-12,Metro Metropolis,28.3,0.0,Cloudy,0,None,8,0,0,0
2025-05-13,Metro Metropolis,32.4,0.0,Cloudy,0,None,10,0,1,0
2025-05-14,Metro Metropolis,26.9,0.0,Cloudy,0,None,6,0,0,0
2025-05-15,Metro Metropolis,30.5,0.0,Cloudy,0,None,15,0,0,0
2025-05-16,Metro Metropolis,27.2,0.0,Cloudy,0,None,10,0,0,1
2025-05-17,Metro Metropolis,27.9,21.2,Rainy,1,None,12,0,0,1
2025-05-18,Metro Metropolis,30.9,0.0,Cloudy,1,None,7,0,0,1
2025-05-19,Metro Metropolis,31.2,0.0,Sunny,0,None,12,0,0,0
2025-05-20,Metro Metropolis,31.4,19.4,Rainy,0,None,15,0,0,0
2025-05-21,Metro Metropolis,30.1,0.0,Cloudy,0,None,16,0,0,0
2025-05-22,Metro Metropolis,29.6,0.0,Sunny,0,None,12,0,0,0
2025-05-23,Metro Metropolis,28.4,0.0,Cloudy,0,None,8,0,0,0
2025-05-24,Metro Metropolis,24.9,0.0,Cloudy,1,None,13,0,1,0
2025-05-25,Metro Metropolis,28.1,0.0,Sunny,1,None,17,0,1,0
2025-05-26,Metro Metropolis,28.0,0.0,Cloudy,0,None,8,0,0,0
2025-05-27,Metro Metropolis,28.3,0.0,Cloudy,0,None,19,0,1,0
2025-05-28,Metro Metropolis,31.6,6.5,Rainy,0,None,17,0,0,0
2025-05-29,Metro Metropolis,33.9,0.0,Cloudy,0,None,12,0,0,0
2025-05-30,Metro Metropolis,28.0,2.1,Rainy,0,None,18,0,0,0
2025-05-31,Metro Metropolis,31.9,0.0,Cloudy,1,None,15,0,1,0
2025-06-01,Metro Metropolis,32.1,97.1,Heavy Rain,1,None,23,0,0,1
2025-06-02,Metro Metropolis,32.1,0.0,Cloudy,0,None,7,0,0,0
2025-06-03,Metro Metropolis,28.2,26.4,Rainy,0,None,9,0,0,0
2025-06-04,Metro Metropolis,28.6,0.0,Cloudy,0,None,10,0,0,0
2025-06-05,Metro Metropolis,28.4,0.0,Cloudy,0,None,14,0,0,0
2025-06-06,Metro Metropolis,28.3,21.6,Rainy,0,None,11,0,0,0
2025-06-07,Metro Metropolis,27.5,0.0,Sunny,1,None,15,0,1,0
2025-06-08,Metro Metropolis,26.9,82.9,Heavy Rain,1,None,20,0,0,1
2025-06-09,Metro Metropolis,30.3,7.5,Rainy,0,None,19,0,0,0
2025-06-10,Metro Metropolis,29.0,26.7,Rainy,0,None,15,0,0,0
2025-06-11,Metro Metropolis,24.7,0.0,Cloudy,0,None,8,0,1,0
2025-06-12,Metro Metropolis,26.9,0.0,Cloudy,0,None,9,0,0,0
2025-06-13,Metro Metropolis,28.5,0.0,Cloudy,0,None,7,0,0,0
2025-06-14,Metro Metropolis,27.0,3.9,Rainy,1,None,17,0,1,0
2025-06-15,Metro Metropolis,24.2,7.2,Rainy,1,None,23,0,0,0
2025-06-16,Metro Metropolis,27.7,15.8,Rainy,0,None,7,0,0,0
2025-06-17,Metro Metropolis,27.6,0.0,Sunny,1,Mid-Year Festival,10,0,0,0
2025-06-18,Metro Metropolis,24.6,0.0,Sunny,0,None,9,0,0,0
2025-06-19,Metro Metropolis,26.1,70.0,Heavy Rain,0,None,22,0,0,1
2025-06-20,Metro Metropolis,23.7,12.7,Rainy,0,None,14,0,0,0
2025-06-21,Metro Metropolis,24.3,89.9,Heavy Rain,1,None,21,0,0,1
2025-06-22,Metro Metropolis,25.7,0.0,Cloudy,1,None,14,0,1,0
2025-06-23,Metro Metropolis,28.1,5.1,Rainy,0,None,13,0,0,0
2025-06-24,Metro Metropolis,25.4,0.0,Sunny,0,None,9,0,0,0
2025-06-25,Metro Metropolis,23.1,0.0,Foggy,0,None,8,0,0,0
2025-06-26,Metro Metropolis,25.9,0.0,Cloudy,0,None,6,0,0,0
2025-06-27,Metro Metropolis,23.3,24.8,Rainy,0,None,14,0,0,0
2025-06-28,Metro Metropolis,28.2,38.0,Rainy,1,None,16,0,1,0
2025-06-29,Metro Metropolis,24.6,0.0,Cloudy,1,None,18,0,1,0
2025-06-30,Metro Metropolis,26.0,12.5,Rainy,0,None,24,0,0,0
2025-07-01,Metro Metropolis,23.8,6.0,Rainy,0,None,15,0,0,0
2025-07-02,Metro Metropolis,29.2,0.0,Sunny,0,None,13,1,0,0
2025-07-03,Metro Metropolis,23.6,0.0,Cloudy,0,None,20,1,0,0
2025-07-04,Metro Metropolis,24.1,0.0,Cloudy,0,None,7,1,0,0
2025-07-05,Metro Metropolis,24.2,0.0,Sunny,1,None,12,1,1,0
2025-07-06,Metro Metropolis,21.8,3.2,Rainy,1,None,19,1,0,0
2025-07-07,Metro Metropolis,22.7,0.0,Cloudy,0,None,12,1,0,0
2025-07-08,Metro Metropolis,26.4,88.7,Heavy Rain,0,None,15,1,0,1
2025-07-09,Metro Metropolis,26.3,22.9,Rainy,0,None,17,1,0,0
2025-07-10,Metro Metropolis,25.9,27.9,Rainy,0,None,16,0,0,0
2025-07-11,Metro Metropolis,22.9,0.0,Cloudy,0,None,8,1,0,1
2025-07-12,Metro Metropolis,21.9,26.0,Rainy,1,None,17,1,1,0
2025-07-13,Metro Metropolis,24.1,91.2,Heavy Rain,1,None,12,1,1,1
2025-07-14,Metro Metropolis,25.4,20.9,Rainy,0,None,9,1,0,0
2025-07-15,Metro Metropolis,23.0,103.9,Heavy Rain,0,None,16,0,0,1
2025-07-16,Metro Metropolis,26.2,15.0,Rainy,0,None,13,1,0,0
2025-07-17,Metro Metropolis,23.8,75.1,Heavy Rain,0,None,15,1,0,1
2025-07-18,Metro Metropolis,27.2,92.1,Heavy Rain,0,None,15,0,1,1
2025-07-19,Metro Metropolis,28.1,6.4,Rainy,1,None,13,1,1,0
2025-07-20,Metro Metropolis,23.1,0.0,Foggy,1,None,16,1,0,0
2025-07-21,Metro Metropolis,28.0,14.7,Rainy,0,None,16,1,1,0
2025-07-22,Metro Metropolis,27.6,0.0,Sunny,0,None,11,0,0,0
2025-07-23,Metro Metropolis,24.7,29.7,Rainy,0,None,14,1,0,0
2025-07-24,Metro Metropolis,27.5,86.4,Heavy Rain,0,None,12,1,0,1
2025-07-25,Metro Metropolis,23.3,24.5,Rainy,0,None,19,1,0,0
2025-07-26,Metro Metropolis,21.3,3.5,Rainy,1,None,17,0,1,0
2025-07-27,Metro Metropolis,22.9,5.3,Rainy,1,None,21,1,0,0
2025-07-28,Metro Metropolis,27.5,108.8,Heavy Rain,0,None,9,0,0,1
2025-07-29,Metro Metropolis,26.9,0.0,Sunny,0,None,15,1,0,0
2025-07-30,Metro Metropolis,26.6,24.4,Rainy,0,None,24,1,0,0
2025-07-31,Metro Metropolis,23.8,15.5,Rainy,0,None,21,1,0,0
2025-08-01,Metro Metropolis,26.5,7.7,Rainy,0,None,19,1,0,0
2025-08-02,Metro Metropolis,22.7,6.6,Rainy,1,None,20,1,1,0
2025-08-03,Metro Metropolis,24.5,5.2,Rainy,1,None,23,1,1,0
2025-08-04,Metro Metropolis,22.1,0.0,Foggy,0,None,11,0,0,0
2025-08-05,Metro Metropolis,23.6,96.8,Heavy Rain,0,None,17,1,0,1
2025-08-06,Metro Metropolis,28.1,0.0,Cloudy,0,None,14,0,1,0
2025-08-07,Metro Metropolis,26.5,0.0,Sunny,0,None,13,1,0,0
2025-08-08,Metro Metropolis,25.0,0.0,Sunny,0,None,17,0,0,0
2025-08-09,Metro Metropolis,27.3,0.0,Sunny,1,None,11,1,0,0
2025-08-10,Metro Metropolis,24.7,0.0,Sunny,1,None,14,1,0,0
2025-08-11,Metro Metropolis,27.7,5.5,Rainy,0,None,13,1,0,0
2025-08-12,Metro Metropolis,25.2,15.8,Rainy,0,None,17,1,0,0
2025-08-13,Metro Metropolis,27.6,25.0,Rainy,0,None,18,1,0,0
2025-08-14,Metro Metropolis,21.3,0.0,Cloudy,0,None,2,1,0,0
2025-08-15,Metro Metropolis,25.1,26.5,Rainy,1,Independence Holiday,19,1,0,0
2025-08-16,Metro Metropolis,24.3,0.0,Cloudy,1,None,11,1,1,0
2025-08-17,Metro Metropolis,23.3,0.0,Foggy,1,None,13,1,0,0
2025-08-18,Metro Metropolis,24.8,0.0,Sunny,0,None,13,1,0,0
2025-08-19,Metro Metropolis,25.5,25.1,Rainy,0,None,17,1,0,0
2025-08-20,Metro Metropolis,27.2,13.5,Rainy,0,None,17,0,0,0
2025-08-21,Metro Metropolis,24.5,0.0,Cloudy,0,None,14,1,0,0
2025-08-22,Metro Metropolis,26.8,0.0,Sunny,0,None,11,0,0,0
2025-08-23,Metro Metropolis,28.0,74.1,Heavy Rain,1,None,16,1,1,1
2025-08-24,Metro Metropolis,25.3,17.1,Rainy,1,None,17,0,0,0
2025-08-25,Metro Metropolis,25.2,0.0,Cloudy,0,None,16,1,0,0
2025-08-26,Metro Metropolis,29.0,14.0,Rainy,0,None,14,1,0,0
2025-08-27,Metro Metropolis,26.9,13.4,Rainy,0,None,18,0,0,0
2025-08-28,Metro Metropolis,27.1,2.0,Rainy,0,None,23,0,0,0
2025-08-29,Metro Metropolis,27.4,0.0,Cloudy,0,None,8,0,0,0
2025-08-30,Metro Metropolis,28.8,0.0,Cloudy,1,None,16,0,0,0
2025-08-31,Metro Metropolis,28.8,27.4,Rainy,1,None,21,1,0,0
2025-09-01,Metro Metropolis,28.3,82.1,Heavy Rain,0,None,10,0,0,1
2025-09-02,Metro Metropolis,28.4,19.6,Rainy,0,None,13,1,0,0
2025-09-03,Metro Metropolis,26.8,0.0,Cloudy,0,None,14,1,0,0
2025-09-04,Metro Metropolis,30.4,9.0,Rainy,0,None,16,1,1,0
2025-09-05,Metro Metropolis,31.9,0.0,Sunny,0,None,14,0,0,0
2025-09-06,Metro Metropolis,29.7,0.0,Cloudy,1,None,19,0,1,0
2025-09-07,Metro Metropolis,27.9,0.0,Sunny,1,None,13,0,1,0
2025-09-08,Metro Metropolis,26.8,0.0,Cloudy,0,None,11,1,0,0
2025-09-09,Metro Metropolis,29.2,20.5,Rainy,0,None,17,0,0,0
2025-09-10,Metro Metropolis,26.7,0.0,Cloudy,0,None,10,1,0,0
2025-09-11,Metro Metropolis,32.6,7.7,Rainy,0,None,18,0,0,0
2025-09-12,Metro Metropolis,29.2,5.0,Rainy,0,None,12,0,0,0
2025-09-13,Metro Metropolis,32.0,42.2,Rainy,1,None,20,1,1,0
2025-09-14,Metro Metropolis,27.8,17.5,Rainy,1,None,23,0,0,0
2025-09-15,Metro Metropolis,29.0,52.9,Rainy,0,None,11,1,0,0
2025-09-16,Metro Metropolis,29.1,66.4,Heavy Rain,0,None,14,1,0,1
2025-09-17,Metro Metropolis,30.8,6.3,Rainy,0,None,12,0,0,0
2025-09-18,Metro Metropolis,27.9,2.7,Rainy,0,None,15,1,0,0
2025-09-19,Metro Metropolis,28.7,0.0,Cloudy,0,None,6,0,0,0
2025-09-20,Metro Metropolis,31.0,18.7,Rainy,1,None,17,0,1,0
2025-09-21,Metro Metropolis,27.4,26.0,Rainy,1,None,20,1,0,0
2025-09-22,Metro Metropolis,28.3,0.0,Cloudy,0,None,11,1,0,0
2025-09-23,Metro Metropolis,29.8,102.6,Heavy Rain,0,None,17,0,0,1
2025-09-24,Metro Metropolis,27.2,25.6,Rainy,0,None,19,1,0,0
2025-09-25,Metro Metropolis,29.8,8.4,Rainy,0,None,16,1,0,0
2025-09-26,Metro Metropolis,28.5,18.3,Rainy,0,None,9,1,0,0
2025-09-27,Metro Metropolis,30.6,15.8,Rainy,1,None,23,0,0,0
2025-09-28,Metro Metropolis,29.3,0.0,Sunny,1,None,14,1,1,0
2025-09-29,Metro Metropolis,31.6,0.0,Cloudy,0,None,9,0,1,0
2025-09-30,Metro Metropolis,27.4,38.6,Rainy,0,None,5,1,0,0
2025-10-01,Metro Metropolis,22.2,0.0,Cloudy,0,None,13,0,0,0
2025-10-02,Metro Metropolis,24.5,0.0,Cloudy,0,None,12,0,0,0
2025-10-03,Metro Metropolis,24.6,0.0,Cloudy,0,None,8,0,0,1
2025-10-04,Metro Metropolis,26.8,0.0,Cloudy,1,None,15,0,0,0
2025-10-05,Metro Metropolis,24.3,0.0,Sunny,1,None,9,0,0,0
2025-10-06,Metro Metropolis,26.0,0.0,Sunny,0,None,8,0,0,0
2025-10-07,Metro Metropolis,25.8,0.0,Cloudy,0,None,13,0,0,0
2025-10-08,Metro Metropolis,23.6,0.0,Cloudy,0,None,16,0,0,0
2025-10-09,Metro Metropolis,25.1,0.0,Cloudy,0,None,8,0,1,0
2025-10-10,Metro Metropolis,27.7,12.5,Rainy,0,None,16,0,0,0
2025-10-11,Metro Metropolis,25.2,0.0,Sunny,1,None,10,0,0,0
2025-10-12,Metro Metropolis,25.5,0.0,Cloudy,1,Autumn Festival,15,0,1,0
2025-10-13,Metro Metropolis,25.2,0.0,Cloudy,0,None,9,0,0,0
2025-10-14,Metro Metropolis,24.2,0.0,Sunny,0,None,12,0,0,0
2025-10-15,Metro Metropolis,25.2,0.0,Cloudy,0,None,11,0,0,0
2025-10-16,Metro Metropolis,28.6,0.0,Cloudy,0,None,15,0,0,0
2025-10-17,Metro Metropolis,22.9,0.0,Foggy,0,None,6,0,0,0
2025-10-18,Metro Metropolis,25.8,0.0,Cloudy,1,None,18,0,0,0
2025-10-19,Metro Metropolis,25.1,0.0,Sunny,1,None,15,0,0,0
2025-10-20,Metro Metropolis,23.4,25.7,Rainy,0,None,21,0,0,0
2025-10-21,Metro Metropolis,26.7,0.0,Cloudy,0,None,7,0,0,0
2025-10-22,Metro Metropolis,21.8,0.0,Foggy,0,None,16,0,0,0
2025-10-23,Metro Metropolis,22.8,0.0,Cloudy,0,None,8,0,0,0
2025-10-24,Metro Metropolis,25.2,0.0,Sunny,0,None,7,0,0,0
2025-10-25,Metro Metropolis,23.8,0.0,Foggy,1,None,11,0,1,0
2025-10-26,Metro Metropolis,26.6,0.0,Cloudy,1,None,15,0,1,0
2025-10-27,Metro Metropolis,24.7,0.0,Sunny,0,None,4,0,0,0
2025-10-28,Metro Metropolis,24.0,18.7,Rainy,0,None,21,0,0,0
